index,Date,Route_number,Direction,Board_number,Transport_number,Stop_number,Ident_station,Name_stop,Time_stop,In_people,Out_people,People_inside,Type_Transport
46232,2024-11-01,42,Прямое,3125,,,15877.0,"Бухарестская ул., 6",2024-11-01 12:26:17,0,2,7,Троллейбус
46233,2024-11-01,42,Прямое,3125,,,15888.0,Ул. Салова,2024-11-01 12:30:01,3,0,5,Троллейбус
46234,2024-11-01,42,Прямое,3125,,,15896.0,Старообрядческий мост,2024-11-01 12:32:07,2,0,8,Троллейбус
46235,2024-11-01,42,Прямое,3125,,,37421.0,Днепропетровская ул.,2024-11-01 12:33:51,0,1,10,Троллейбус
46236,2024-11-01,42,Прямое,3125,,,37424.0,"Курская ул., 28",2024-11-01 12:35:17,2,0,9,Троллейбус
46237,2024-11-01,42,Прямое,3125,,,37428.0,"Ст. метро ""Обводный канал""",2024-11-01 12:38:22,1,4,11,Троллейбус
46238,2024-11-01,42,Прямое,3125,,,37429.0,"Ст. метро ""Лиговский пр.""",2024-11-01 12:40:19,2,1,8,Троллейбус
46239,2024-11-01,42,Прямое,3125,,,37433.0,Московский вокзал,2024-11-01 12:44:13,0,8,9,Троллейбус
46240,2024-11-01,16,Обратное,3125,16_1,,15081.0,Троллейбусный парк № 3,2024-11-01 15:49:48,2,0,0,Троллейбус
46241,2024-11-01,16,Обратное,3125,16_1,,15084.0,Ул. 2-й Луч,2024-11-01 15:52:00,2,0,2,Троллейбус
46242,2024-11-01,16,Обратное,3125,16_1,25.0,15116.0,Фаянсовая ул.,2024-11-01 15:53:08,1,0,4,Троллейбус
46243,2024-11-01,16,Обратное,3125,16_1,26.0,15092.0,Ул. Профессора Качалова,2024-11-01 15:54:12,1,0,5,Троллейбус
46245,2024-11-01,42,Прямое,3125,,,15486.0,"Ст. метро ""Площадь Александра Невского""",2024-11-01 16:01:50,1,2,2,Троллейбус
46246,2024-11-01,42,Прямое,3125,,,37434.0,Московский вокзал,2024-11-01 16:12:05,3,0,1,Троллейбус
46247,2024-11-01,42,Прямое,3125,,,37431.0,Кузнечный пер.,2024-11-01 16:13:29,1,0,4,Троллейбус
46248,2024-11-01,42,Прямое,3125,,,37430.0,"Ст. метро ""Лиговский пр.""",2024-11-01 16:15:33,2,1,5,Троллейбус
46249,2024-11-01,42,Обратное,3125,42_2,4.0,37427.0,"Ст. метро ""Обводный канал""",2024-11-01 16:19:19,1,3,3,Троллейбус
46250,2024-11-01,42,Обратное,3125,42_2,6.0,37423.0,Курская ул.,2024-11-01 16:26:55,1,1,4,Троллейбус
46251,2024-11-01,42,Обратное,3125,42_2,7.0,37422.0,Прилукская ул.,2024-11-01 16:28:20,1,0,4,Троллейбус
46252,2024-11-01,42,Обратное,3125,42_2,11.0,15920.0,"Бухарестская ул., 6",2024-11-01 16:35:57,7,2,5,Троллейбус
46253,2024-11-01,42,Обратное,3125,42_2,12.0,15924.0,Университет кино и телевидения,2024-11-01 16:37:31,1,2,10,Троллейбус
46254,2024-11-01,42,Обратное,3125,42_2,13.0,15930.0,"Ст. метро ""Бухарестская""",2024-11-01 16:44:13,4,4,9,Троллейбус
46255,2024-11-01,42,Обратное,3125,42_2,14.0,15933.0,Университет профсоюзов,2024-11-01 16:48:28,1,0,9,Троллейбус
46256,2024-11-01,42,Обратное,3125,42_2,15.0,16547.0,Пражская ул.,2024-11-01 16:51:00,2,0,10,Троллейбус
46257,2024-11-01,42,Обратное,3125,42_2,16.0,16491.0,"Пражская ул., 14",2024-11-01 16:52:42,7,2,12,Троллейбус
46258,2024-11-01,42,Обратное,3125,42_2,17.0,16898.0,Ул. Белы Куна / Пражская ул.,2024-11-01 16:54:44,2,4,17,Троллейбус
46259,2024-11-01,42,Обратное,3125,42_2,18.0,15889.0,"Пражская ул., 25",2024-11-01 16:56:16,3,1,15,Троллейбус
46260,2024-11-01,42,Обратное,3125,42_2,19.0,15895.0,Ул. Турку,2024-11-01 16:57:26,0,3,17,Троллейбус
46261,2024-11-01,42,Обратное,3125,42_2,20.0,15903.0,Администрация Фрунзенского района,2024-11-01 16:58:49,0,7,14,Троллейбус
46262,2024-11-01,42,Обратное,3125,42_2,21.0,15349.0,Пражская ул./ Пр. Славы,2024-11-01 17:01:26,0,7,7,Троллейбус
46263,2024-11-01,42,Прямое,3125,,,15316.0,Ж.-д. платформа Сортировочная имени В.Н. Морозова,2024-11-01 17:28:03,1,0,0,Троллейбус
46264,2024-11-01,42,Прямое,3125,42_3,,15319.0,Гамбургская пл.,2024-11-01 17:31:54,5,0,1,Троллейбус
46265,2024-11-01,42,Прямое,3125,42_3,4.0,15443.0,Пражская ул.,2024-11-01 17:34:50,4,2,6,Троллейбус
46268,2024-11-01,42,Прямое,3125,42_3,6.0,15679.0,Ул. Турку,2024-11-01 17:36:54,1,1,8,Троллейбус
46269,2024-11-01,42,Прямое,3125,42_3,8.0,15835.0,Ул. Белы Куна,2024-11-01 17:39:50,6,3,8,Троллейбус
46270,2024-11-01,42,Прямое,3125,42_3,9.0,15838.0,"Пражская ул., 14",2024-11-01 17:41:05,5,4,11,Троллейбус
46271,2024-11-01,42,Прямое,3125,42_3,10.0,15841.0,Ул. Фучика,2024-11-01 17:44:09,2,0,12,Троллейбус
46272,2024-11-01,42,Прямое,3125,42_3,11.0,15867.0,Университет профсоюзов,2024-11-01 17:47:11,7,1,17,Троллейбус
46273,2024-11-01,42,Прямое,3125,42_3,12.0,15871.0,"Ст. метро ""Бухарестская""",2024-11-01 17:49:00,5,7,20,Троллейбус
46274,2024-11-01,42,Прямое,3125,42_3,13.0,15873.0,Университет кино и телевидения,2024-11-01 17:50:17,1,3,18,Троллейбус
46275,2024-11-01,42,Прямое,3125,42_3,14.0,15877.0,"Бухарестская ул., 6",2024-11-01 17:51:23,1,0,16,Троллейбус
46276,2024-11-01,42,Прямое,3125,42_3,15.0,15882.0,"Ст. метро ""Волковская""",2024-11-01 17:53:53,0,1,17,Троллейбус
46277,2024-11-01,42,Прямое,3125,42_3,16.0,15888.0,Ул. Салова,2024-11-01 17:55:26,6,0,16,Троллейбус
46278,2024-11-01,42,Прямое,3125,42_3,17.0,15896.0,Старообрядческий мост,2024-11-01 17:58:15,6,0,22,Троллейбус
46279,2024-11-01,42,Прямое,3125,42_3,18.0,37421.0,Днепропетровская ул.,2024-11-01 18:01:45,0,1,28,Троллейбус
46280,2024-11-01,42,Прямое,3125,42_3,19.0,37424.0,"Курская ул., 28",2024-11-01 18:03:50,6,0,27,Троллейбус
46281,2024-11-01,42,Прямое,3125,42_3,20.0,37425.0,Лиговский пр.,2024-11-01 18:04:59,1,3,33,Троллейбус
46282,2024-11-01,42,Прямое,3125,42_3,21.0,37428.0,"Ст. метро ""Обводный канал""",2024-11-01 18:08:28,15,5,31,Троллейбус
46283,2024-11-01,42,Прямое,3125,42_3,22.0,37429.0,"Ст. метро ""Лиговский пр.""",2024-11-01 18:10:45,6,11,41,Троллейбус
46284,2024-11-01,42,Прямое,3125,42_3,23.0,37431.0,Кузнечный пер.,2024-11-01 18:13:03,3,3,36,Троллейбус
46285,2024-11-01,42,Прямое,3125,42_3,24.0,37433.0,Московский вокзал,2024-11-01 18:14:42,0,35,36,Троллейбус
46286,2024-11-01,42,Прямое,3125,,,37434.0,Московский вокзал,2024-11-01 18:22:31,7,0,1,Троллейбус
46287,2024-11-01,42,Обратное,3125,42_4,,37432.0,Кузнечный пер.,2024-11-01 18:24:53,4,0,8,Троллейбус
46288,2024-11-01,42,Обратное,3125,42_4,3.0,37430.0,"Ст. метро ""Лиговский пр.""",2024-11-01 18:26:51,2,2,12,Троллейбус
46289,2024-11-01,42,Обратное,3125,42_4,4.0,37427.0,"Ст. метро ""Обводный канал""",2024-11-01 18:29:15,1,4,12,Троллейбус
46290,2024-11-01,42,Обратное,3125,42_4,5.0,37426.0,Автовокзал,2024-11-01 18:33:29,1,0,9,Троллейбус
46291,2024-11-01,42,Обратное,3125,42_4,7.0,37422.0,Прилукская ул.,2024-11-01 18:37:12,1,1,10,Троллейбус
46292,2024-11-01,42,Обратное,3125,42_4,12.0,15924.0,Университет кино и телевидения,2024-11-01 18:52:17,4,1,11,Троллейбус
46293,2024-11-01,42,Обратное,3125,42_4,13.0,15930.0,"Ст. метро ""Бухарестская""",2024-11-01 19:01:45,5,0,13,Троллейбус
46294,2024-11-01,42,Обратное,3125,42_4,14.0,15933.0,Университет профсоюзов,2024-11-01 19:04:39,0,2,18,Троллейбус
46295,2024-11-01,42,Обратное,3125,42_4,16.0,16491.0,"Пражская ул., 14",2024-11-01 19:07:26,2,6,16,Троллейбус
46296,2024-11-01,42,Обратное,3125,42_4,17.0,16898.0,Ул. Белы Куна / Пражская ул.,2024-11-01 19:09:02,0,6,12,Троллейбус
46297,2024-11-01,42,Обратное,3125,42_4,18.0,15889.0,"Пражская ул., 25",2024-11-01 19:11:08,1,1,6,Троллейбус
46298,2024-11-01,42,Обратное,3125,42_4,19.0,15895.0,Ул. Турку,2024-11-01 19:12:25,6,1,6,Троллейбус
46299,2024-11-01,42,Обратное,3125,42_4,20.0,15903.0,Администрация Фрунзенского района,2024-11-01 19:13:38,0,1,11,Троллейбус
46300,2024-11-01,42,Обратное,3125,42_4,21.0,15349.0,Пражская ул./ Пр. Славы,2024-11-01 19:18:52,0,8,10,Троллейбус
46301,2024-11-01,42,Прямое,3125,,,15316.0,Ж.-д. платформа Сортировочная имени В.Н. Морозова,2024-11-01 19:22:39,1,1,1,Троллейбус
46302,2024-11-01,42,Прямое,3125,42_5,3.0,15319.0,Гамбургская пл.,2024-11-01 19:46:31,1,1,1,Троллейбус
46303,2024-11-01,42,Прямое,3125,42_5,4.0,15443.0,Пражская ул.,2024-11-01 19:49:38,4,0,2,Троллейбус
46304,2024-11-01,42,Прямое,3125,42_5,6.0,15679.0,Ул. Турку,2024-11-01 19:52:09,2,2,6,Троллейбус
46305,2024-11-01,42,Прямое,3125,42_5,8.0,15835.0,Ул. Белы Куна,2024-11-01 19:55:09,1,1,6,Троллейбус
46306,2024-11-01,42,Прямое,3125,42_5,9.0,15838.0,"Пражская ул., 14",2024-11-01 19:56:22,8,1,6,Троллейбус
46307,2024-11-01,42,Прямое,3125,42_5,12.0,15871.0,"Ст. метро ""Бухарестская""",2024-11-01 20:01:45,2,4,13,Троллейбус
46308,2024-11-01,42,Прямое,3125,42_5,13.0,15873.0,Университет кино и телевидения,2024-11-01 20:03:16,1,1,11,Троллейбус
46309,2024-11-01,42,Прямое,3125,42_5,15.0,15882.0,"Ст. метро ""Волковская""",2024-11-01 20:06:40,0,2,11,Троллейбус
46310,2024-11-01,42,Прямое,3125,42_5,16.0,15888.0,Ул. Салова,2024-11-01 20:07:49,0,4,9,Троллейбус
46311,2024-11-01,42,Прямое,3125,42_5,18.0,37421.0,Днепропетровская ул.,2024-11-01 20:14:16,1,0,5,Троллейбус
46312,2024-11-01,42,Прямое,3125,42_5,21.0,37428.0,"Ст. метро ""Обводный канал""",2024-11-01 20:19:02,1,0,6,Троллейбус
46313,2024-11-01,42,Прямое,3125,42_5,22.0,37429.0,"Ст. метро ""Лиговский пр.""",2024-11-01 20:21:44,3,2,7,Троллейбус
46314,2024-11-01,42,Прямое,3125,42_5,24.0,37433.0,Московский вокзал,2024-11-01 20:26:32,0,7,8,Троллейбус
46315,2024-11-01,42,Прямое,3125,,,37427.0,"Ст. метро ""Обводный канал""",2024-11-01 20:39:45,2,0,1,Троллейбус
46316,2024-11-01,42,Обратное,3125,42_6,,15930.0,"Ст. метро ""Бухарестская""",2024-11-01 20:54:10,6,0,3,Троллейбус
46317,2024-11-01,42,Обратное,3125,42_6,16.0,16491.0,"Пражская ул., 14",2024-11-01 20:59:32,0,4,9,Троллейбус
46318,2024-11-01,42,Обратное,3125,42_6,17.0,16898.0,Ул. Белы Куна / Пражская ул.,2024-11-01 21:01:07,2,0,5,Троллейбус
46319,2024-11-01,42,Обратное,3125,42_6,19.0,15895.0,Ул. Турку,2024-11-01 21:03:40,0,3,7,Троллейбус
46320,2024-11-01,42,Обратное,3125,42_6,20.0,15903.0,Администрация Фрунзенского района,2024-11-01 21:04:33,0,1,4,Троллейбус
46321,2024-11-01,42,Обратное,3125,42_6,21.0,15349.0,Пражская ул./ Пр. Славы,2024-11-01 21:06:01,0,2,3,Троллейбус
46322,2024-11-01,42,Прямое,3125,,,15316.0,Ж.-д. платформа Сортировочная имени В.Н. Морозова,2024-11-01 22:19:22,6,0,1,Троллейбус
46323,2024-11-01,42,Прямое,3125,42_7,,15319.0,Гамбургская пл.,2024-11-01 22:22:16,0,4,7,Троллейбус
46324,2024-11-01,42,Прямое,3125,42_7,4.0,15443.0,Пражская ул.,2024-11-01 22:23:58,2,1,3,Троллейбус
46325,2024-11-01,42,Прямое,3125,42_7,8.0,15835.0,Ул. Белы Куна,2024-11-01 22:28:57,1,2,4,Троллейбус
46326,2024-11-01,42,Прямое,3125,42_7,9.0,15838.0,"Пражская ул., 14",2024-11-01 22:29:53,2,1,3,Троллейбус
46327,2024-11-01,42,Прямое,3125,42_7,12.0,15871.0,"Ст. метро ""Бухарестская""",2024-11-01 22:36:41,1,0,4,Троллейбус
46328,2024-11-01,42,Прямое,3125,42_7,13.0,15873.0,Университет кино и телевидения,2024-11-01 22:37:48,0,2,5,Троллейбус
46329,2024-11-01,42,Прямое,3125,42_7,24.0,37433.0,Московский вокзал,2024-11-01 23:00:17,0,2,3,Троллейбус
46330,2024-11-01,42,Прямое,3125,,,37434.0,Московский вокзал,2024-11-01 23:03:01,5,0,1,Троллейбус
46331,2024-11-01,42,Обратное,3125,42_8,,37432.0,Кузнечный пер.,2024-11-01 23:04:34,5,0,6,Троллейбус
46332,2024-11-01,42,Обратное,3125,42_8,3.0,37430.0,"Ст. метро ""Лиговский пр.""",2024-11-01 23:06:40,1,0,11,Троллейбус
46333,2024-11-01,42,Обратное,3125,42_8,4.0,37427.0,"Ст. метро ""Обводный канал""",2024-11-01 23:09:09,1,3,12,Троллейбус
46334,2024-11-01,42,Обратное,3125,42_8,6.0,37423.0,Курская ул.,2024-11-01 23:12:16,1,0,10,Троллейбус
46335,2024-11-01,42,Обратное,3125,42_8,12.0,15924.0,Университет кино и телевидения,2024-11-01 23:20:23,0,1,11,Троллейбус
46336,2024-11-01,42,Обратное,3125,42_8,13.0,15930.0,"Ст. метро ""Бухарестская""",2024-11-01 23:22:35,1,4,10,Троллейбус
46337,2024-11-01,42,Обратное,3125,42_8,14.0,15933.0,Университет профсоюзов,2024-11-01 23:25:05,1,0,7,Троллейбус
46338,2024-11-01,42,Обратное,3125,42_8,16.0,16491.0,"Пражская ул., 14",2024-11-01 23:28:14,2,3,8,Троллейбус
46339,2024-11-01,42,Обратное,3125,42_8,17.0,16898.0,Ул. Белы Куна / Пражская ул.,2024-11-01 23:29:32,1,3,7,Троллейбус
46340,2024-11-01,42,Обратное,3125,42_8,21.0,15349.0,Пражская ул./ Пр. Славы,2024-11-01 23:34:20,0,4,3,Троллейбус
46341,2024-11-01,42,Обратное,3125,42_8,23.0,15357.0,Ж.-д. платформа Сортировочная имени В.Н. Морозова,2024-11-01 23:38:03,0,1,1,Троллейбус
46342,2024-11-02,42,Прямое,3125,,,37428.0,"Ст. метро ""Обводный канал""",2024-11-02 00:37:03,1,0,0,Троллейбус
46343,2024-11-02,42,Прямое,3125,,,37433.0,Московский вокзал,2024-11-02 00:42:15,0,1,1,Троллейбус
46344,2024-11-02,42,Прямое,3125,,,16886.0,Суворовский пр.,2024-11-02 05:46:26,1,0,0,Троллейбус
46345,2024-11-02,42,Прямое,3125,,,37434.0,Московский вокзал,2024-11-02 05:50:48,1,0,1,Троллейбус
46346,2024-11-02,42,Обратное,3125,42_1,,37430.0,"Ст. метро ""Лиговский пр.""",2024-11-02 05:53:44,0,1,2,Троллейбус
46347,2024-11-02,42,Обратное,3125,42_1,4.0,37427.0,"Ст. метро ""Обводный канал""",2024-11-02 05:56:51,1,0,1,Троллейбус
46348,2024-11-02,42,Обратное,3125,42_1,12.0,15924.0,Университет кино и телевидения,2024-11-02 06:09:30,3,0,2,Троллейбус
46349,2024-11-02,42,Обратное,3125,42_1,13.0,15930.0,"Ст. метро ""Бухарестская""",2024-11-02 06:11:03,1,2,5,Троллейбус
46350,2024-11-02,42,Обратное,3125,42_1,16.0,16491.0,"Пражская ул., 14",2024-11-02 06:16:18,1,4,4,Троллейбус
46351,2024-11-02,42,Обратное,3125,42_1,18.0,15889.0,"Пражская ул., 25",2024-11-02 06:19:17,2,0,1,Троллейбус
46352,2024-11-02,42,Обратное,3125,42_1,19.0,15895.0,Ул. Турку,2024-11-02 06:20:17,1,1,3,Троллейбус
46353,2024-11-02,42,Обратное,3125,42_1,21.0,15349.0,Пражская ул./ Пр. Славы,2024-11-02 06:24:03,2,1,3,Троллейбус
46354,2024-11-02,42,Обратное,3125,42_1,22.0,15352.0,Гамбургская пл.,2024-11-02 06:26:52,0,2,4,Троллейбус
46355,2024-11-02,42,Обратное,3125,42_1,23.0,15357.0,Ж.-д. платформа Сортировочная имени В.Н. Морозова,2024-11-02 06:28:14,0,2,2,Троллейбус
46356,2024-11-02,42,Прямое,3125,,,15316.0,Ж.-д. платформа Сортировочная имени В.Н. Морозова,2024-11-02 06:46:48,1,0,0,Троллейбус
46357,2024-11-02,42,Прямое,3125,42_2,,15319.0,Гамбургская пл.,2024-11-02 06:50:06,7,0,1,Троллейбус
46358,2024-11-02,42,Прямое,3125,42_2,4.0,15443.0,Пражская ул.,2024-11-02 06:52:21,2,0,8,Троллейбус
46359,2024-11-02,42,Прямое,3125,42_2,5.0,15447.0,Администрация Фрунзенского района,2024-11-02 06:53:11,6,1,10,Троллейбус
46360,2024-11-02,42,Прямое,3125,42_2,6.0,15679.0,Ул. Турку,2024-11-02 06:54:18,6,0,15,Троллейбус
46361,2024-11-02,42,Прямое,3125,42_2,7.0,15682.0,"Пражская ул., 32",2024-11-02 06:55:10,2,0,21,Троллейбус
46362,2024-11-02,42,Прямое,3125,42_2,8.0,15835.0,Ул. Белы Куна,2024-11-02 06:57:08,8,1,23,Троллейбус
46363,2024-11-02,42,Прямое,3125,42_2,9.0,15838.0,"Пражская ул., 14",2024-11-02 06:58:12,5,9,30,Троллейбус
46364,2024-11-02,42,Прямое,3125,42_2,10.0,15841.0,Ул. Фучика,2024-11-02 07:00:33,0,3,26,Троллейбус
46365,2024-11-02,42,Прямое,3125,42_2,12.0,15871.0,"Ст. метро ""Бухарестская""",2024-11-02 07:04:20,2,5,23,Троллейбус
46366,2024-11-02,42,Прямое,3125,42_2,13.0,15873.0,Университет кино и телевидения,2024-11-02 07:05:27,0,6,20,Троллейбус
46367,2024-11-02,42,Прямое,3125,42_2,14.0,15877.0,"Бухарестская ул., 6",2024-11-02 07:06:15,0,1,14,Троллейбус
46368,2024-11-02,42,Прямое,3125,42_2,16.0,15888.0,Ул. Салова,2024-11-02 07:09:13,0,2,13,Троллейбус
46369,2024-11-02,42,Прямое,3125,42_2,17.0,15896.0,Старообрядческий мост,2024-11-02 07:11:01,0,2,11,Троллейбус
46370,2024-11-02,42,Прямое,3125,42_2,19.0,37424.0,"Курская ул., 28",2024-11-02 07:15:56,0,1,9,Троллейбус
46371,2024-11-02,42,Прямое,3125,42_2,21.0,37428.0,"Ст. метро ""Обводный канал""",2024-11-02 07:19:13,2,2,8,Троллейбус
46372,2024-11-02,42,Прямое,3125,42_2,22.0,37429.0,"Ст. метро ""Лиговский пр.""",2024-11-02 07:21:19,1,1,8,Троллейбус
46373,2024-11-02,42,Прямое,3125,42_2,23.0,37431.0,Кузнечный пер.,2024-11-02 07:23:01,1,1,8,Троллейбус
46374,2024-11-02,42,Прямое,3125,42_2,24.0,37433.0,Московский вокзал,2024-11-02 07:24:06,0,8,8,Троллейбус
46375,2024-11-02,42,Прямое,3125,,,37434.0,Московский вокзал,2024-11-02 07:27:24,4,0,0,Троллейбус
46376,2024-11-02,42,Обратное,3125,42_3,,37432.0,Кузнечный пер.,2024-11-02 07:28:29,5,0,4,Троллейбус
46377,2024-11-02,42,Обратное,3125,42_3,3.0,37430.0,"Ст. метро ""Лиговский пр.""",2024-11-02 07:29:47,9,0,9,Троллейбус
46378,2024-11-02,42,Обратное,3125,42_3,4.0,37427.0,"Ст. метро ""Обводный канал""",2024-11-02 07:32:51,3,1,18,Троллейбус
46379,2024-11-02,42,Обратное,3125,42_3,5.0,37426.0,Автовокзал,2024-11-02 07:34:00,1,5,20,Троллейбус
46380,2024-11-02,42,Обратное,3125,42_3,8.0,15905.0,Расстанный пер.,2024-11-02 07:37:31,0,4,16,Троллейбус
46381,2024-11-02,42,Обратное,3125,42_3,9.0,15910.0,"Церковь Святого Иова, по требованию",2024-11-02 07:38:56,0,1,12,Троллейбус
46382,2024-11-02,42,Обратное,3125,42_3,10.0,15916.0,"Ст. метро ""Волковская""",2024-11-02 07:40:24,0,1,11,Троллейбус
46383,2024-11-02,42,Обратное,3125,42_3,12.0,15924.0,Университет кино и телевидения,2024-11-02 07:43:55,1,1,10,Троллейбус
46384,2024-11-02,42,Обратное,3125,42_3,13.0,15930.0,"Ст. метро ""Бухарестская""",2024-11-02 07:47:03,2,1,10,Троллейбус
46385,2024-11-02,42,Обратное,3125,42_3,14.0,15933.0,Университет профсоюзов,2024-11-02 07:49:00,1,0,11,Троллейбус
46386,2024-11-02,42,Обратное,3125,42_3,15.0,16547.0,Пражская ул.,2024-11-02 07:50:59,0,3,12,Троллейбус
46387,2024-11-02,42,Обратное,3125,42_3,16.0,16491.0,"Пражская ул., 14",2024-11-02 07:52:09,0,5,9,Троллейбус
46388,2024-11-02,42,Обратное,3125,42_3,17.0,16898.0,Ул. Белы Куна / Пражская ул.,2024-11-02 07:53:34,3,1,4,Троллейбус
46389,2024-11-02,42,Обратное,3125,42_3,18.0,15889.0,"Пражская ул., 25",2024-11-02 07:55:04,1,1,6,Троллейбус
46390,2024-11-02,42,Обратное,3125,42_3,19.0,15895.0,Ул. Турку,2024-11-02 07:56:39,1,2,6,Троллейбус
46391,2024-11-02,42,Обратное,3125,42_3,21.0,15349.0,Пражская ул./ Пр. Славы,2024-11-02 08:00:30,3,1,5,Троллейбус
46392,2024-11-02,42,Обратное,3125,42_3,22.0,15352.0,Гамбургская пл.,2024-11-02 08:03:15,11,1,7,Троллейбус
46393,2024-11-02,42,Обратное,3125,42_3,23.0,15357.0,Ж.-д. платформа Сортировочная имени В.Н. Морозова,2024-11-02 08:04:50,0,17,17,Троллейбус
46394,2024-11-02,42,Прямое,3125,,,15316.0,Ж.-д. платформа Сортировочная имени В.Н. Морозова,2024-11-02 08:24:23,5,0,0,Троллейбус
46395,2024-11-02,42,Прямое,3125,42_4,,15319.0,Гамбургская пл.,2024-11-02 08:27:48,3,1,5,Троллейбус
46396,2024-11-02,42,Прямое,3125,42_4,4.0,15443.0,Пражская ул.,2024-11-02 08:31:10,8,0,7,Троллейбус
46397,2024-11-02,42,Прямое,3125,42_4,5.0,15447.0,Администрация Фрунзенского района,2024-11-02 08:31:57,2,2,15,Троллейбус
46398,2024-11-02,42,Прямое,3125,42_4,6.0,15679.0,Ул. Турку,2024-11-02 08:33:26,9,0,15,Троллейбус
46399,2024-11-02,42,Прямое,3125,42_4,7.0,15682.0,"Пражская ул., 32",2024-11-02 08:34:17,3,0,24,Троллейбус
46400,2024-11-02,42,Прямое,3125,42_4,8.0,15835.0,Ул. Белы Куна,2024-11-02 08:36:12,6,5,27,Троллейбус
46401,2024-11-02,42,Прямое,3125,42_4,9.0,15838.0,"Пражская ул., 14",2024-11-02 08:37:35,4,6,28,Троллейбус
46402,2024-11-02,42,Прямое,3125,42_4,10.0,15841.0,Ул. Фучика,2024-11-02 08:39:40,0,3,26,Троллейбус
46403,2024-11-02,42,Прямое,3125,42_4,11.0,15867.0,Университет профсоюзов,2024-11-02 08:40:52,0,1,23,Троллейбус
46404,2024-11-02,42,Прямое,3125,42_4,12.0,15871.0,"Ст. метро ""Бухарестская""",2024-11-02 08:42:44,0,8,22,Троллейбус
46405,2024-11-02,42,Прямое,3125,42_4,13.0,15873.0,Университет кино и телевидения,2024-11-02 08:43:51,2,3,14,Троллейбус
46406,2024-11-02,42,Прямое,3125,42_4,14.0,15877.0,"Бухарестская ул., 6",2024-11-02 08:45:06,0,2,13,Троллейбус
46407,2024-11-02,42,Прямое,3125,42_4,15.0,15882.0,"Ст. метро ""Волковская""",2024-11-02 08:47:05,0,1,11,Троллейбус
46408,2024-11-02,42,Прямое,3125,42_4,16.0,15888.0,Ул. Салова,2024-11-02 08:48:09,1,1,10,Троллейбус
46409,2024-11-02,42,Прямое,3125,42_4,17.0,15896.0,Старообрядческий мост,2024-11-02 08:50:33,1,0,10,Троллейбус
46410,2024-11-02,42,Прямое,3125,42_4,18.0,37421.0,Днепропетровская ул.,2024-11-02 08:52:26,0,1,11,Троллейбус
46411,2024-11-02,42,Прямое,3125,42_4,19.0,37424.0,"Курская ул., 28",2024-11-02 08:53:47,1,1,10,Троллейбус
46412,2024-11-02,42,Прямое,3125,42_4,20.0,37425.0,Лиговский пр.,2024-11-02 08:54:38,1,0,10,Троллейбус
46413,2024-11-02,42,Прямое,3125,42_4,21.0,37428.0,"Ст. метро ""Обводный канал""",2024-11-02 08:57:04,2,4,11,Троллейбус
46414,2024-11-02,42,Прямое,3125,42_4,22.0,37429.0,"Ст. метро ""Лиговский пр.""",2024-11-02 08:59:12,1,1,9,Троллейбус
46415,2024-11-02,42,Прямое,3125,42_4,23.0,37431.0,Кузнечный пер.,2024-11-02 09:02:01,0,3,8,Троллейбус
46416,2024-11-02,42,Прямое,3125,42_4,24.0,37433.0,Московский вокзал,2024-11-02 09:04:05,0,6,6,Троллейбус
46417,2024-11-02,42,Прямое,3125,,,37434.0,Московский вокзал,2024-11-02 09:07:09,6,0,4,Троллейбус
46418,2024-11-02,42,Обратное,3125,42_5,,37430.0,"Ст. метро ""Лиговский пр.""",2024-11-02 09:10:07,2,1,6,Троллейбус
46419,2024-11-02,42,Обратное,3125,42_5,4.0,37427.0,"Ст. метро ""Обводный канал""",2024-11-02 09:14:45,2,2,7,Троллейбус
46420,2024-11-02,42,Обратное,3125,42_5,5.0,37426.0,Автовокзал,2024-11-02 09:16:00,3,1,7,Троллейбус
46421,2024-11-02,42,Обратное,3125,42_5,6.0,37423.0,Курская ул.,2024-11-02 09:17:21,0,1,9,Троллейбус
46422,2024-11-02,42,Обратное,3125,42_5,10.0,15916.0,"Ст. метро ""Волковская""",2024-11-02 09:22:15,1,0,8,Троллейбус
46423,2024-11-02,42,Обратное,3125,42_5,11.0,15920.0,"Бухарестская ул., 6",2024-11-02 09:24:08,0,4,9,Троллейбус
46424,2024-11-02,42,Обратное,3125,42_5,12.0,15924.0,Университет кино и телевидения,2024-11-02 09:25:17,4,0,5,Троллейбус
46425,2024-11-02,42,Обратное,3125,42_5,13.0,15930.0,"Ст. метро ""Бухарестская""",2024-11-02 09:28:38,5,0,9,Троллейбус
46426,2024-11-02,42,Обратное,3125,42_5,14.0,15933.0,Университет профсоюзов,2024-11-02 09:31:14,1,3,14,Троллейбус
46427,2024-11-02,42,Обратное,3125,42_5,15.0,16547.0,Пражская ул.,2024-11-02 09:32:59,0,2,12,Троллейбус
46428,2024-11-02,42,Обратное,3125,42_5,16.0,16491.0,"Пражская ул., 14",2024-11-02 09:34:22,5,6,10,Троллейбус
46429,2024-11-02,42,Обратное,3125,42_5,17.0,16898.0,Ул. Белы Куна / Пражская ул.,2024-11-02 09:35:41,1,4,9,Троллейбус
46430,2024-11-02,42,Обратное,3125,42_5,18.0,15889.0,"Пражская ул., 25",2024-11-02 09:37:09,2,1,6,Троллейбус
